ID Number,Title,Date,Role,Play,Subject,Type,Dimensions,Technique,Creator,Publisher,Description,Rights,Physical Collection,Repository,Collection,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
B565y-35,"William Henry West Betty as Norval Douglas in ""Douglas""",1804,Norval,Douglas,"Betty, William Hen. West (William Henry West), b. 1791; Actors; Child actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Plate marks 4 1/4 x 7 inches,Etching; Engraving,"Busby, T.",T. Busby,"Whole-length. Standing swordsman's stance, left arm rasied, right arm with sword extended. Wearing hat with plume, armor, cape, sandals. Titles in German. With text: ""Villian no more!  Draw and defend thy life.""  Act IV, Scene 2.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699437,10/19/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/270,270,271.jpg,/actors/image/271.jpg
B565y-36,"William Henry West Betty as Orestes in ""The Distrest Mother""",1805,Orestes,The Distrest Mother,"Betty, William Hen. West (William Henry West), b. 1791; Actors; Child actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 3 x 4 1/2 inches,Etching; Engraving; Stippling,"Alais, J.",J. Roach,"Whole-length. Wearing cape; holding dagger in right hand.  With text: ""Madam, 'tis done; your orders are obey'd: The tyrant lies expiring at the alter.""  Act IV, Scene 1.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699334,10/19/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/271,271,272.jpg,/actors/image/272.jpg
B565y-37,"William Henry West Betty as Osman in ""Zara""",1805,Osman,Zara,"Betty, William Hen. West (William Henry West), b. 1791; Actors; Child actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Plate marks 3 3/4 x 5 5/8 inches,Etching; Engraving; Stippling,"Alais, J.",J. Roach,"Whole-length. Wearing turban with plume, cape with ermine trim, holding dagger. With text: ""Revenge, stand firm, and intercept his wishes.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699307,10/19/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/272,272,273.jpg,/actors/image/273.jpg
B565y-38,"William Henry West Betty as Tancred in ""Tancred and Sigismunda""",1805,Tancred,Tancred and Sigismunda,"Betty, William Hen. West (William Henry West), b. 1791; Actors; Child actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 3 1/4 x 5 inches,Etching; Engraving; Stippling,"Alais, J.",J. Roach,"Whole-length. Wearing cape with fur lining, sword at side. With text: ""Ha!  The prince you mean, is he not Manfred's son?""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692768,10/19/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/273,273,274.jpg,/actors/image/274.jpg
B565y-39,"William Henry West Betty as Tancred in ""Tancred and Sigismunda""",,Tancred,Tancred and Sigismunda,"Betty, William Hen. West (William Henry West), b. 1791; Actors; Child actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Plate marks 2 3/4 x 5 1/2 inches,Engraving; Etching,,,"Whole-length. Wearing hat with plume, breeches, cape, wide belt.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692744,10/19/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/274,274,275.jpg,/actors/image/275.jpg
B565y-40,"William Henry West Betty as Warwick and Harriet Siddons (nee Murray) as  Lady Gray in a scene from ""The Earl of Warwick""",1806,Warwick; Lady Elizabeth Gray,The Earl of Warwick,"Betty, William Hen. West (William Henry West), b. 1791; Siddons, Harriet, 1783-1844; Actors; Child actors; Costume; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,Sheet 3 1/4 x 6 inches,Etching; Engraving; Stippling,Alais,J. Roach,"Whole-length portrait. Warwick seated leaning on left arm to right, Lady Gray to left bending over him. With text: ""Warwick: 'Wilt thou indeed?  Then I shall die in peace.'  Eliz: 'Yet thou may'st live.'""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699520,10/19/2006,6/26/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/275,275,276.jpg,/actors/image/276.jpg
B565y-41,"William Henry West Betty as Zanga in ""The Revenge""",1805,Zanga,The Revenge,"Betty, William Hen. West (William Henry West), b. 1791; Actors; Child actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Mounted sheet 3 1/2 x 5 1/2 inches,Etching; Engraving; Stippling,Alais,J. Roach,"Whole-length. Wearing turban. With text: ""Zanga: 'That dagger found will cause her to enquire.'""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699153,10/19/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/276,276,277.jpg,/actors/image/277.jpg
B565y-43-1,"William Henry West Betty as Romeo in ""Romeo and Juliet""",1812,Romeo,Romeo and Juliet,"Betty, William Hen. West (William Henry West), b. 1791; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,Sheet of 4 pages 5 1/8 x 6 1/4 inches,Etching; Engraving; Letterpress printing,Archer,Oliver & Boyd,"Whole-length. Interior scene. From edition of the play ""as performed at...Drury Lane and Covent Garden...from the prompt books.""  With text: ""Thus I enforce thy rotten jaws to open.""  Act V, Scene 4. Cast list ""Dramatis Personae""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699869,10/19/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/278,278,279.jpg,/actors/image/279.jpg
B565y-44,"William Henry West Betty as Norval Douglas and Harriet Litchfield (nee Hay) as Lady Randolph in a scene from ""Douglas""",1806,Norval; Lady Randolph,Douglas,"Betty, William Hen. West (William Henry West), b. 1791; Litchfield, Harriett, 1777-1854;  Actors; Child actors; Costume; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,Border 2 3/4 x 4 1/4 inches,Engraving; Etching; Stippling,Cook; Mitan,Longman & Co.,"Lady Randolph supporting the wounded Young Norval Douglas.  With text: ""Douglas: 'Do not despair, I feel a little faintness!  I hope it will not last.'""  Act V, Scene 1.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692750,10/19/2006,7/10/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/280,280,281.jpg,/actors/image/281.jpg
B594hi-01,"Monsieur Bihin as Al Heirib in the ""The Giant of Palestine""",,Al Heirib,The Giant of Palestine,"Bihin, Monsieur, b. 1808; Actors; Costume; Theater--History--19th century--Pictorial works",Lithographs,5 1/2 x 7 3/4 inches,Lithography,"Lacauchie, A.",,"Whole-length. Wearing armor; broadsword, point on ground, resting under right hand; shield on left arm.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699427,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/281,281,282.jpg,/actors/image/282.jpg
B598ing-01,Portrait of Elizabeth Billington (nee Weichsel),1838,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,5 1/2 x 8 3/4 inches,Etching; Engraving; Stippling,"Harding; Greatbach, W.",Richard Bentley,"Half-length. Short hair. With text: ""From a Miniature by Pope in the possession of the Garrick Club.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690827,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/282,282,283.jpg,/actors/image/283.jpg
B598ing-02,Portrait of Elizabeth Billington (nee Weichsel),,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,5 x 4 3/8 inches,Engraving; Etching; Stippling,"Matteini, Veronica; Von Bottger",,Half-length. Wearing necklace; hair in tight curls hanging over shoulders.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692726,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/283,283,284.jpg,/actors/image/284.jpg
B598ing-03,Portrait of Elizabeth Billington (nee Weichsel),1801,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 3/8 x 2 3/4 inches,Etching; Engraving; Stippling,Hopwood,T. Hurst,Half-length. Wearing headdress with plumes.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692699,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/284,284,285.jpg,/actors/image/285.jpg
B598ing-05,Portrait of Elizabeth Billington (nee Weichsel),1802,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 x 4 inches,Etching; Engraving; Stippling,De Koster; Burke,George Cowie & Co.,Bust.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690770,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/285,285,286.jpg,/actors/image/286.jpg
B598ing-06,Portrait of Elizabeth Billington (nee Weichsel),1802,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 x 4 inches,Etching; Engraving; Stippling,De Koster; Burke,George Cowie & Co.,Bust. In color.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690868,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/286,286,287.jpg,/actors/image/287.jpg
B598ing-08,Portrait of Elizabeth Billington (nee Weichsel),,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Mounted sheet 4 1/4 x 6 3/4 inches,Etching; Engraving; Stippling,,,"Bust. In medallion irradiated frame, hanging on base with two small figures of the muses.  Name in scroll below.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692686,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/287,287,288.jpg,/actors/image/288.jpg
B598ing-09,Portrait of Elizabeth Billington (nee Weichsel),1792,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Oval border 2 3/8 x 3 inches,Etching; Engraving; Stippling,"Assen, A. van",,Bust. Veil hanging from head down back.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690778,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/288,288,289.jpg,/actors/image/289.jpg
B598ing-10,"Elizabeth Billington (nee Weichsel) as Clara in ""The Peruvian""",,Clara,The Peruvian,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 x 4 1/4 inches,Etching; Engraving,,"Wooding, J. G.; Alexander Hogg",Whole-length. Wearing headdress with plumes; holding flowers.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690746,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/289,289,290.jpg,/actors/image/290.jpg
B598ing-11,"Elizabeth Billington (nee Weichsel) as Coraly in ""The Peruvian""",1801,Coraly,The Peruvian,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,2 7/8 x 3 3/4 inches,Etching; Engraving; Stippling,"Cosway, R.A.; Ridley",Vernor & Hood,"Half-length. Wearing turban-hat with plumes; long, curly hair.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700871,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/290,290,291.jpg,/actors/image/291.jpg
B598ing-12,Portrait of Elizabeth Billington (nee Weichsel),1790,,,"Billington, Elizabeth, 1768-1818; Actors; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 1/4 x 5 1/4 inches,Etching; Engraving; Stippling,"Adlard, H.",,"Half-length. Wearing turban-hat with plumes; long, curly hair. With text: ""Mrs. Billington in 1790""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692733,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/291,291,292.jpg,/actors/image/292.jpg
B598ing-13,"Elizabeth Billington (nee Weichsel) as Mandane in ""Artaxerxes""",1788,Mandane,Artaxerxes,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 5/8 x 5 3/8 inches,Etching; Engraving,Stothard; Heath,T. Lowndes,"Whole-length. Wearing large headdress with plumes. With text: ""Let not rage, thy Bosom firing, Pity's softer claim remove.""  Act III, Scene 2.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700119,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/292,292,293.jpg,/actors/image/293.jpg
B598ing-14,"Elizabeth Billington (nee Weichsel) as Mandane in ""Artaxerxes""",1801,Mandane,Artaxerxes,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Mounted sheet 3 1/2 x 5 3/4 inches,Etching; Engraving; Stippling,Alais,J. Roach,Whole-length. In outdoor setting. Wearing headdress with plumes.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700212,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/293,293,294.jpg,/actors/image/294.jpg
B598ing-15,"Elizabeth Billington (nee Weichsel) as Rosetta in ""Love in a Village""",1801,Rosetta,Love in a Village,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Mounted sheet 3 1/4 x 5 1/2 inches,Etching; Engraving; Stippling,Alais,J. Roach,Whole-length. Standing in outdoor setting holding bouquet of flowers. Oval in rectangle.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690925,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/294,294,295.jpg,/actors/image/295.jpg
B598ing-16,"Elizabeth Billington (nee Weichsel) as Rosetta in ""Love in a Village""",1790,Rosetta,Love in a Village,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 1/8 x 4 1/4 inches,Etching; Engraving,Westall; Thornthwaite,J. Bell,Whole-length. Standing in outdoor setting holding fan.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700035,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/295,295,296.jpg,/actors/image/296.jpg
B598ing-17,"Elizabeth Billington (nee Weichsel) as Rosetta in ""Love in a Village""",1790,Rosetta,Love in a Village,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 1/8 x 4 1/4 inches,Etching; Engraving,Westall; Brocas,"W. Jones, Dublin",Whole-length. Standing in outdoor setting holding fan.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699137,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/296,296,297.jpg,/actors/image/297.jpg
B598ing-18,"Elizabeth Billington (nee Weichsel) as Rosetta in ""Love in a Village""",1809,Rosetta,Love in a Village,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Mounted sheet 3 1/2 x 5 1/2 inches,Etching; Engraving,"Westall, R.A.; Thornthwaite",C. Cooke,Whole-length. Standing in outdoor setting holding fan.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692850,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/297,297,298.jpg,/actors/image/298.jpg
B598ing-19,"Elizabeth Billington (nee Weichsel) as Rosetta in ""Love in a Village""",,Rosetta,Love in a Village,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--18th century--Pictorial works; Theater--History--18th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Mounted sheet 4 x 7 inches,Etching; Engraving,Prattent,Lady's Magazine,"Whole-length. Wearing hat. With text: ""My heart's my own.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699300,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/298,298,299.jpg,/actors/image/299.jpg
B598ing-20,"Elizabeth Billington (nee Weichsel) as Rosetta in ""Love in a Village""",1802,Rosetta,Love in a Village,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,3 x 3 1/2 inches,Etching; Engraving,,J. Roach,"Half-length. Wearing necklace, feathers in headdress.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690966,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/299,299,300.jpg,/actors/image/300.jpg
B598ing-21,Elizabeth Billington (nee Weichsel) as St. Cecilia,1812,St. Cecilia,,"Billington, Elizabeth, 1768-1818; Actors; Costume; Composers; Singers; Performing arts--History--19th century--Pictorial works; Theater--History--19th century--Pictorial works; Women in the performing arts; Women in the theater",Engravings,Border 3 7/8 x 4 3/4 inches,Etching; Engraving; Stippling,"Reynolds, Joshua","Cardon, A.; J. Bell",Half-length. Long flowing hair; holding open music score with both hands.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739700285,10/20/2006,4/6/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/300,300,301.jpg,/actors/image/301.jpg
