NAME,VIAF NAME,VARIANTS NAMES,VIAF,WIKIPEDIA,WORLDCAT,LOC,IMDb,IBDb,LOC (Popular Graphic Arts),Notes
"Nickinson, John, 1808-1864",,,,,"http://www.worldcat.org/identities/np-nickinson,%20john$1808%201864/",,,https://www.ibdb.com/broadway-cast-staff/john-nickinson-501786,,
"Nicol, Mrs., fl. 1834",,,,,,,,,,Nothing found
"Nikita, Louise, b. 1872","Nikita, Mlle, 1872-","Nicholson, Louisa Margaret
Nikita, Louise
Louise Nikita",http://viaf.org/viaf/101516115/,,http://www.worldcat.org/identities/lccn-no2009164056/,http://id.loc.gov/authorities/names/no2009164056,,,,
"Nilsson, Christine, 1843-1921","Nilsson, Christina, 1843-1921","Casa Miranda, Christine Nilsson,
Casa Miranda, Christine Nilsson
Casa di Miranda, Christine Nilsson,
Casa di Miranda, Christine Nilsson
Christina Nilsson
Christine Nilsson
Jonasdotter, Kristina,
Jonasdotter, Kristina
Kristina Nilsson
Nilsson de Casa Miranda, Christine
Nilsson, Christina,
Nilsson, Christina
Nilsson, Christine,
Nilsson, Christine
Nilsson, Kristina,
Nilsson, Kristina
Nilsson-Rouzeaud, Christine,
Nilsson-Rouzeaud, Christine
Nilsson
Rouzeaud, Christine Nilsson,
Rouzeaud, Christine Nilsson-,
Rouzeaud, Christine Nilsson-
Rouzeaud, Christine Nilsson
",http://viaf.org/viaf/35223286,https://en.wikipedia.org/wiki/Christina_Nilsson,http://www.worldcat.org/identities/lccn-no90-11275/,http://id.loc.gov/authorities/names/no90011275,,,,
"Nisbett, Louisa, 1812?-1858","Nisbett, Louisa, 1812?-1858","Boothby, Louise,
Boothby, Louise
Louisa Cranstoun Nisbett
Macnamara, Louise Cranstoun,
Macnamara, Louise Cranstoun
Mordaunt,
Mordaunt
Nisbett,
Nisbett",http://viaf.org/viaf/24438385,https://en.wikipedia.org/wiki/Louisa_Cranstoun_Nisbett,http://www.worldcat.org/identities/lccn-nr00-15334/,http://id.loc.gov/authorities/names/nr00015334,,,,
"Noblet, Lise, fl. 1821","Noblet, Lise 1801-1852","Noblet, Lise
Lise Noblet
",http://viaf.org/viaf/232030823/,https://en.wikipedia.org/wiki/Lise_Noblet,http://www.worldcat.org/identities/viaf-232030823/,,,,,
"Novello, Clara, 1818-1908","Novello, Clara, 1818-1908","Clara Novello
Gigliucci, Clara
Novello, Clara
Novello, Clara Anastasia
Novello, Klara Anastasia
Novello,
",http://viaf.org/viaf/10642111,https://en.wikipedia.org/wiki/Clara_Novello,http://www.worldcat.org/identities/lccn-nr94-6057/,http://id.loc.gov/authorities/names/nr94006057,,,,
"Oates, Alice, 1849-1887","Oates, Alice, 1849-1887",,http://viaf.org/viaf/173140159,,http://www.worldcat.org/identities/lccn-no2011-102970/,http://id.loc.gov/authorities/names/no2011102970,,,,
"O'Brien, William, d. 1815","O'Brien, William, -1815","O'Brien, William,
O'Brien, William
O'Brien,
O'Brien
William O'Brien (actor)",http://viaf.org/viaf/77111830,https://en.wikipedia.org/wiki/William_O'Brien_(actor),http://www.worldcat.org/identities/lccn-n83-66939/,http://id.loc.gov/authorities/names/n83066939,,,,
"O'Keeffe, John, 1747-1833","O'keeffe, John, 1747-1833","John I O'Keeffe
John O'Keeffe
Keef, I. O.
Keefe, J. O.
Keefe, John I
O'Keefe, J.
O'Keefe, John
O'Keefe, John I
O'Keefe, John, I
O'Keefe, John,
O'Keefe, John.
O'Keeffe, John I
O'Keeffe, John
O'keefe, John
Old Towler, 1789,
Old Towler, 1789:
OÊ¹Keefe, John,
OÊ¹Keefe, John
OÊ¹Keeffe, John,
OÊ¹Keeffe, John",http://viaf.org/viaf/64274585,https://en.wikipedia.org/wiki/John_O'Keeffe_(Irish_writer),http://www.worldcat.org/identities/lccn-n80-123409/,,,https://www.ibdb.com/broadway-cast-staff/john-okeefe-394522,,
"Oldfield, Anne, 1683-1730","Oldfield, Anne, 1683-1730","Anne Oldfield
Oldfield,
Oldfield
ÐžÐ»Ð´Ñ„Ð¸Ð»Ð´, Ð",http://viaf.org/viaf/59883348,https://en.wikipedia.org/wiki/Anne_Oldfield,http://www.worldcat.org/identities/lccn-nr93-28899/,http://id.loc.gov/authorities/names/nr93028899,,https://www.ibdb.com/broadway-cast-staff/anne-oldfield-87775,,
"Oldmixon, Mr. (John), 1673-1742","Oldmixon, John, 1673-1742","Odmixon, John
Oldmixon, Mr. (John)
John Oldmixon
Oldmixon (John), Mr.",http://viaf.org/viaf/54178623/,https://en.wikipedia.org/wiki/John_Oldmixon,http://www.worldcat.org/identities/lccn-n83015617/,http://id.loc.gov/authorities/names/n83015617,,,,
"Olivier, Laurence, 1907-1989","Olivier, Laurence, 1907-1989","Kerr, Laurence
Laurence Olivier
Laurentius Olivier
Lorenss OlivjÄ“
Lourens Olivye
OLIVIER
Olivier, Larry
Olivier, Larry,
Olivier, Laurence
Olivier, Laurence Kerr
Olivier, Laurence Kerr,
Olivier, Laurence,
Olivier, Laurence.
Olivier, Lawrence Sir
Olivier, Lawrence
Olivier,
",http://viaf.org/viaf/34467436,https://en.wikipedia.org/wiki/Laurence_Olivier,http://www.worldcat.org/identities/lccn-n80-9712/,http://id.loc.gov/authorities/names/n80009712,http://www.imdb.com/name/nm0000059/,https://www.ibdb.com/broadway-cast-staff/laurence-olivier-15809,,
"O'Neill, Eliza, 1791-1872","O'Neill, Eliza, 1791-1872","Becher, Eliza,
Becher, Elizabeth O'Neill,
Becher, Elizabeth O'Neill
Becher, Elizabeth Wrixon-,
Becher, Elizabeth Wrixon-
Becher, Eliza
Eliza O'Neill
Eliza Oâ€™Neill
Elizabeth O'Neill
O'Neill, Eliza,
O'Neill, Elizabeth,
O'Neill, Elizabeth
O'Neill, Eliza
O'Neill, Miss Eliza
O'Neill,
O'Neill
Wrixon-Becher, Elizabeth O'Neill,
Wrixon-Becher, Elizabeth O'Neill
Wrixon-Becher, Elizabeth,
Wrixon-Becher, Elizabeth
Wrixon-Becher, Lady
Wrixon-Becher,
Wrixon-Becher",http://viaf.org/viaf/86321074,https://en.wikipedia.org/wiki/Elizabeth_O'Neill_(actress),https://www.worldcat.org/identities/lccn-no2009050664/,http://id.loc.gov/authorities/names/no2009050664,,,,
"O'Neill, James, 1849-1920","O'Neill, James, 1847-1920","O'Neill, James
James O'Neill",http://viaf.org/viaf/44166561/,https://en.wikipedia.org/wiki/James_O%27Neill_(actor),https://www.worldcat.org/identities/lccn-nr92041998/,http://id.loc.gov/authorities/names/nr92041998,http://www.imdb.com/name/nm0642189/,https://www.ibdb.com/broadway-cast-staff/james-oneill-54946,,
"Orger, Mary Ann, 1788-1849","Orger, Mary Ann, 1788-1849","Mary Ann Orger
Orger,
Orger",http://viaf.org/viaf/36481830,https://en.wikipedia.org/wiki/Mary_Ann_Orger,http://www.worldcat.org/identities/lccn-no91-27399/,http://id.loc.gov/authorities/names/no91027399,,,,
"Osbaldiston, D. W. (David Webster), 1794-1850","Osbaldiston, D. W. (David Webster), 1749-1850","Osbaldistone, D. W. (David Webster)
Osbaldiston, David Webster",http://viaf.org/viaf/16863658/,,http://www.worldcat.org/identities/lccn-no99076678/,http://id.loc.gov/authorities/names/no99076678,,,,
"O'Sullivan, Denis, 1868-1908","O'Sullivan, Denis, 1868-1908",,http://viaf.org/viaf/58740204,,http://www.worldcat.org/identities/lccn-no2001-96659/,http://id.loc.gov/authorities/names/no2001096659,,https://www.ibdb.com/broadway-cast-staff/denis-osullivan-389380,,
"Owens, John E. (John Edmond), 1823-1886",John E. Owens,"Owens, John E. (John Edmund)
Owens, John Edmond
John E. Owens
John Edmond Owens",http://viaf.org/viaf/8313826/,https://en.wikipedia.org/wiki/John_E._Owens,http://www.worldcat.org/identities/lccn-nr95045383/,http://id.loc.gov/authorities/names/nr95045383,,,,
"Oxberry, W. (William), 1784-1824","Oxberry, W. (William), 1784-1824","Oxberry, W. (William)
Oxberry, William
Oxberry, W.
William Oxberry",http://viaf.org/viaf/70291270/,https://en.wikipedia.org/wiki/William_Oxberry,http://www.worldcat.org/identities/lccn-n82228364/,http://id.loc.gov/authorities/names/n82228364,,,,
"Palmer, Albert Marshman, 1838-1905",Albert Marshman Palmer,"Albert Marshman Palmer
Palmer, Albert Marshman
Palmer, A. M. (Albert Marshman)",http://viaf.org/viaf/68531716/,https://en.wikipedia.org/wiki/Albert_Marshman_Palmer,http://www.worldcat.org/identities/lccn-no97010798/,http://id.loc.gov/authorities/names/no97010798,,https://www.ibdb.com/broadway-cast-staff/a-m-palmer-84453,,
"Palmer, John, 1742?-1798","Palmer, John, 1742?-1798","John Palmer
Palmer,
Palmer",http://viaf.org/viaf/4019046,https://en.wikipedia.org/wiki/John_Palmer_(actor),http://www.worldcat.org/identities/lccn-n88-85298/,http://id.loc.gov/authorities/names/n88085298,,,,
"Palmer, Minnie, 1857 or 60-1936","Palmer, Minnie, -1936","Palmer, Minnie
Minnie Palmer",http://viaf.org/viaf/90536873/,,http://www.worldcat.org/identities/lccn-no2009090488/,http://id.loc.gov/authorities/names/no2009090488,http://www.imdb.com/name/nm0658383/,https://www.ibdb.com/broadway-cast-staff/minnie-palmer-55489,,
"Palmer, Robert, 1757-1805",,,,,"http://www.worldcat.org/identities/np-palmer,%20robert$1754%201805/",,,,,
"Palmo, Ferdinand, 1783 or 4-1869","Palmer, Ferdinand, 1783 or 1784-1869","Palmo, Ferdinand
Palmo, F. (Ferdinand)
Ferdinand Palmo",http://viaf.org/viaf/73769070/,,http://www.worldcat.org/identities/lccn-nr98023390/,http://id.loc.gov/authorities/names/nr98023390,,https://www.ibdb.com/broadway-cast-staff/ferdinand-palmo-499017,,Wikipedia page on Palmo's Opera House: https://en.wikipedia.org/wiki/Palmo%27s_Opera_House
"Parrock, Eliza, b. 1806",,,,,,,,,,Nothing found
"Parsons, Charles Booth, b. 1805",,,,,"http://www.worldcat.org/identities/np-parsons,%20charles%20booth$1805%201871/",,,,,
"Parsons, William, 1736-1795","Parsons, William (British painter, 1736-1795)","Parson, William
William Parsons",http://viaf.org/viaf/2042223/,,http://www.worldcat.org/identities/lccn-no93038298/,http://id.loc.gov/authorities/names/no93038298,,,,
"Pastor, Tony, 1837-1908","Pastor, Tony, 1837-1908",Tony Pastor,http://viaf.org/viaf/38108992,,http://www.worldcat.org/identities/lccn-no95-7431/,http://id.loc.gov/authorities/names/no95007431,,https://www.ibdb.com/broadway-cast-staff/tony-pastor-84233,,
"Paton, Mary Ann, 1802-1864","Paton, Mary Ann, 1802-1864","Mary Ann Paton
Paton,
Paton
Wood, Mary Ann,
Wood, Mary Ann
Wood,
Wood",http://viaf.org/viaf/58645611,https://en.wikipedia.org/wiki/Mary_Ann_Paton,http://www.worldcat.org/identities/lccn-no92-13695/,http://id.loc.gov/authorities/names/no92013695,,,,
"Patti, Adelina, 1843-1919","Patti, Adelina, 1843-1919","Adelina Patti
Caux, Adelina de,
Caux, Adelina de
Caux, Adelina Â˜deÂœ
CederstroÌˆm, Adelina
CederstrÃ¶m, Adelina,
Nicolini, Adelina,
Nicolini, Adelina
Patti, A.
Patti, Adela J.,
Patti, Adela J.
Patti, Adela Juana Maria,
Patti, Adela Juana Maria.
Patti, Adela Juana Maria
Patti, Adela,
Patti, Adela
Patti, Adelina
Patti, Adelina Adela Juana Maria,
Patti, Adelina Adela Juana Maria
Patti, Adeline,
Patti, Adeline
Patti
Patty, Adelina,
Patty, Adelina
",http://viaf.org/viaf/54166340,https://en.wikipedia.org/wiki/Adelina_Patti,http://www.worldcat.org/identities/lccn-n80-148743/,http://id.loc.gov/authorities/names/n80148743,,,,
"Paul, Isabella, 1833-1879","Paul, Isabella, 1833?-1879","Featherstone, Isabella,
Paul, Howard,",http://viaf.org/viaf/78974625,,http://www.worldcat.org/identities/lccn-no2009-25105/,http://id.loc.gov/authorities/names/no2009025105,,,,
"Payne, John Howard, 1791-1852","Payne, John Howard, 1791-1852","John Howard Payne
Payne, ...
Payne, ..
Payne, J. Howard
Payne, John H.
",http://viaf.org/viaf/34804310,https://en.wikipedia.org/wiki/John_Howard_Payne,http://www.worldcat.org/identities/lccn-n50-9229/,http://id.loc.gov/authorities/names/n50009229,,https://www.ibdb.com/broadway-cast-staff/john-howard-payne-6832,,
"Pearman, William P., 1792-1837",William Pearman,"William Pearman
Pearman, William P.
Pearman, Mr. (William P.)
",http://viaf.org/viaf/7284792/,,http://www.worldcat.org/identities/lccn-nr95042748/,http://id.loc.gov/authorities/names/nr95042748,,,,
"Pearson, Harry, ca. 1822-1884","Pearson, Harry, approximately 1822-1884","Pearson, Harry",http://viaf.org/viaf/19623884/,,http://www.worldcat.org/identities/lccn-nr2003029096/,http://id.loc.gov/authorities/names/nr2003029096,,https://www.ibdb.com/broadway-cast-staff/harry-pearson-394125,,
Performing arts--History--Pictorial works,,,,,,,,,,Not a personal name
"Perkins, Richard, 1585?-1650",,,,https://en.wikipedia.org/wiki/Richard_Perkins_(actor),,,,,,
"Perry, Harry A., 1826-1862",,,,,,,,,,Nothing found
"Peters, Charles, 1825-1870",,,,,"http://www.worldcat.org/identities/np-peters,%20charles$1825%201870/",,,https://www.ibdb.com/broadway-cast-staff/charles-peters-424898,,
"Phelps, Samuel, 1804-1878","Phelps, Samuel, 1804-1878",Samuel Phelps,http://viaf.org/viaf/34779059,https://en.wikipedia.org/wiki/Samuel_Phelps,http://www.worldcat.org/identities/lccn-no91-6247/,http://id.loc.gov/authorities/names/no91006247,,,,
"Phillips, Henry, 1801-1876","Phillips, Henry, 1801-1876","Henry Phillips
Phillips, H.
Phillips, Henry,
Phillips, Henry
Phillips,
Phillips
",http://viaf.org/viaf/93889823,https://en.wikipedia.org/wiki/Henry_Phillips_(singer),http://www.worldcat.org/identities/lccn-no93-36524/,http://id.loc.gov/authorities/names/no93036524,,,,
"Pinkethman, William, d. 1725","Pinkethman, William, -1725","Penketham, William,
Penketham, William
Penketham,
Penketham
Penkethman, William,
Penkethman, William
Pinkerman, William,
Pinkerman, William
Pinketham, William,
Pinketham, William
Pinkethman, William,
Pinkethman, William
Pinkyman, William,
Pinkyman, William
William Pinkethman",http://viaf.org/viaf/43223124,https://en.wikipedia.org/wiki/William_Pinkethman,http://www.worldcat.org/identities/lccn-n83-206535/,http://id.loc.gov/authorities/names/n83206535,,,,
"Pitt, Ann, 1720?-1799","Pitt, Ann, ca. 1720-1799","Ann Pitt
Pitt, Ann",http://viaf.org/viaf/78353051/,https://en.wikipedia.org/wiki/Ann_Pitt,http://www.worldcat.org/identities/lccn-no94000428/,http://id.loc.gov/authorities/names/no94000428,,,,
"Pixley, Annie, 1858-1893",Annie Pixley,"Annie Pixley
Pixley, Annie",http://viaf.org/viaf/24467844/,https://en.wikipedia.org/wiki/Annie_Pixley,http://www.worldcat.org/identities/lccn-nr92042366/,http://id.loc.gov/authorities/names/nr92042366,,https://www.ibdb.com/broadway-cast-staff/annie-pixley-422402,,
"Placide, Henry P., 1799-1870","Placide, Henry P., 1799-1870","Placide,
Placide",http://viaf.org/viaf/48788782,,http://www.worldcat.org/identities/lccn-no91-5714/,http://id.loc.gov/authorities/names/no91005714,,https://www.ibdb.com/broadway-cast-staff/mr-henry-placide-502164,,
"Placide, Thomas, 1808-1877","Placide, Thomas, 1808-1877",,http://viaf.org/viaf/71332607,,http://www.worldcat.org/identities/lccn-nr2003-9471/,http://id.loc.gov/authorities/names/nr2003009471,,https://www.ibdb.com/broadway-cast-staff/mrthomas-placide-411882,,
"Ponisi, Mme (Elizabeth), 1818-1899","Ponisi, Mme (Elizabeth), 1818-1899","Ponisi, Mme (Elizabeth)
Ponisi, Elizabeth
Hanson, Elizabeth",http://viaf.org/viaf/53715143/,https://en.wikipedia.org/wiki/Madame_Ponisi,http://www.worldcat.org/identities/lccn-no91027680/,http://id.loc.gov/authorities/names/no91027680,,https://www.ibdb.com/broadway-cast-staff/elizabeth-ponisi-56389,,
"Poole, Elizabeth, 1820-1906","Poole, Elizabeth 1820-1906",,http://viaf.org/viaf/315673093,,,,,,,
"Pope, Alexander, 1763-1835","Pope, Alexander, 1763-1835","Alexander (1763-1835) Pope
Alexander II Pope
Alexander Pope
Pope, A.
Pope, Alexander II
Pope, Alexander
Pope,
Pope
",http://viaf.org/viaf/28229776,https://en.wikipedia.org/wiki/Alexander_Pope_(actor),http://www.worldcat.org/identities/lccn-n88-7693/,http://id.loc.gov/authorities/names/n88007693,,,,
"Pope, Elizabeth, ca. 1740-1797","Pope, Elizabeth","Pope, Elizabeth
Elizabeth Younge",http://viaf.org/viaf/54099112/,https://en.wikipedia.org/wiki/Elizabeth_Younge,http://www.worldcat.org/identities/lccn-nr2004018167/,http://id.loc.gov/authorities/names/nr2004018167,,,,
"Pope, Jane, 1742-1818","Pope, Jane, 1742-1818","Jane Pope
Pope,
Pope",http://viaf.org/viaf/46322857,https://en.wikipedia.org/wiki/Jane_Pope,http://www.worldcat.org/identities/lccn-no91-5715/,http://id.loc.gov/authorities/names/no91005715,,,,
"Pope, Susan, b. 1797",,,,,,,,,,Nothing found
"Potter, Cora Urquhart, 1857-1936","Potter, Cora Urquhart, 1857-1936","Brown-Potter, Cora,
Brown-Potter, Cora
Cora Urquhart Brown-Potter
Potter, Cora Urquardt,
Potter, Cora Urquardt
Potter,
Potter
Urquhart Potter, Cora,
Urquhart Potter, Cora
Urquhart, Mary Cora",http://viaf.org/viaf/93725224,https://en.wikipedia.org/wiki/Cora_Urquhart_Brown-Potter,http://www.worldcat.org/identities/lccn-n2005-13172/,http://id.loc.gov/authorities/names/n2005013172,,https://www.ibdb.com/broadway-cast-staff/mrs-brown-potter-406469,,
"Povey, Mary Ann, 1804-1861","Povey, Mary Ann, 1804-1861","Knight, Mary Ann,
Povey,",http://viaf.org/viaf/88555176,,http://www.worldcat.org/identities/lccn-no2009-82401/,http://id.loc.gov/authorities/names/no2009082401,,https://www.ibdb.com/broadway-cast-staff/mrs-edward-knight-501609,,
"Powell, Mary Ann, 1761-1831",,,,,,,,,,Nothing found
"Powell, Snelling, 1758-1821",,,,,"http://www.worldcat.org/identities/np-powell,%20snelling$1758%201821/",,,,,
"Powell, William, 1735-1769",William Powell,"Powell, William
Willilam, Powell",http://viaf.org/viaf/14645016/,https://en.wikipedia.org/wiki/William_Powell_(English_actor),http://www.worldcat.org/identities/lccn-nr93-32135/,http://id.loc.gov/authorities/names/nr93032135.html,,,,
"Power, Tyrone, 1797-1841","Power, Tyrone, 1797-1841","Author of The lost heir,
Author of The lost heir
Lost heir, Author of the,
Lost heir, Author of the
Lost heir, Author of,
Lost heir, Author of
Power, T.
Power, William Grattan Tyrone
Power, William Grattan Tyrone,
Power
Tyrone Power
",http://viaf.org/viaf/13393181,https://en.wikipedia.org/wiki/Tyrone_Power_(Irish_actor),http://www.worldcat.org/identities/lccn-13393181/,http://id.loc.gov/authorities/names/no2009015145,,https://www.ibdb.com/broadway-cast-staff/tyrone-power-86111,,
"Price, Stephen, 1782 or 3-1840","Price, Stephen, 1782 or 1783-1840","Price, Stephen",http://viaf.org/viaf/78910690/,,http://www.worldcat.org/identities/lccn-no2009015145/,http://id.loc.gov/authorities/names/no2009015145,,https://www.ibdb.com/broadway-cast-staff/stephen-price-85486,,
"Prior, Louisa, 1830-1883",,,,,,,,,,Not found
"Pritchard, J. L. (John Langford), 1799-1850",John Langford Pritchard,"John Langford Pritchard
Pritchard, J. L. (John Langford)",http://viaf.org/viaf/61458703/,https://en.wikipedia.org/wiki/John_Langford_Pritchard,http://www.worldcat.org/identities/lccn-nr98017385/,http://id.loc.gov/authorities/names/nr98017385,,,,
"Proctor, Joseph, 1816-1897",Joseph Proctor Amerikaans acteur,"Proctor, Joseph
Joseph Proctor
Proctor, Mr. (Joseph)",http://viaf.org/viaf/63574651/,https://en.wikipedia.org/wiki/Joseph_Proctor,http://www.worldcat.org/identities/lccn-no92013248/,http://id.loc.gov/authorities/names/no92013248,,,,
"Provost, Mary, b. 1835",,,,,,,,,,Nothing found
"Quick, John, 1748-1831","Quick, John, 1748-1831","John Quick
Quick,
Quick",http://viaf.org/viaf/44134988,https://en.wikipedia.org/wiki/John_Quick_(actor),http://www.worldcat.org/identities/lccn-nr00-9270/,http://id.loc.gov/authorities/names/nr00009270,,,,
"Rachel, 1821?-1858","Rachel, 1821?-1858","Elisa Rachel
Felix, Elisa Rachel,
Felix, Elisa Rachel
Felix, Elisabeth Rachel,
Felix, Elisabeth Rachel
Felix, Eliza Rachel,
Felix, Eliza Rachel
Felix, Elizabeth Rachel,
Felix, Elizabeth Rachel
Felix, Rachel Elisabeth
Felix, Rachel,
Felix, Rachel
FeÌ",http://viaf.org/viaf/17231701,https://en.wikipedia.org/wiki/Rachel_FÃ©lix,http://www.worldcat.org/identities/lccn-n50-1105/,http://id.loc.gov/authorities/names/n50001105,,,,
"Rae, Alexander, 1782-1820","Rae, Alexander, 1782-1820","Alexander Rae
Mr. Rae,
Mr. Rae
Rae, Alex.
Rae, Alex
Rae,
Rae",http://viaf.org/viaf/9465619,,http://www.worldcat.org/identities/lccn-no98-91404/,http://id.loc.gov/authorities/names/no98091404,,,,
"Rainforth, Elizabeth, 1814-1877","Rainforth, Elizabeth, 1814-1877.",Elizabeth Rainforth,http://viaf.org/viaf/315945082,https://en.wikipedia.org/wiki/Elizabeth_Rainforth,http://www.worldcat.org/identities/viaf-315945082/,,,,,
"Rand, Rosa, fl. 1868","Rand, Rosa","Rand, Rosa",http://viaf.org/viaf/78602331/,,http://www.worldcat.org/identities/lccn-no2008146407/,http://id.loc.gov/authorities/names/no2008146407,,https://www.ibdb.com/broadway-cast-staff/rosa-rand-438444,,
"Ravel, Gabriel, 1810-1882","Ravel, Gabriel, 1810-1882",,http://viaf.org/viaf/71332598,,http://www.worldcat.org/identities/lccn-nr2003-9466/,http://id.loc.gov/authorities/names/nr2003009466,,,,
"Rawlston, Zelma, d. 1915",,,,,"http://www.worldcat.org/identities/np-rawlston,%20zelma/",,,https://www.ibdb.com/broadway-cast-staff/zelma-rawlston-57184,,
"Raymond, John T., 1836-1887","Raymond, John T., 1836-1887","John T. Raymond
O'Brien, John,
",http://viaf.org/viaf/70518298,https://en.wikipedia.org/wiki/John_T._Raymond,http://www.worldcat.org/identities/lccn-n89-103606/,http://id.loc.gov/authorities/names/n89103606,,https://www.ibdb.com/broadway-cast-staff/john-t-raymond-441996,,
"Rayner, Lionel Benjamin, 1788-1855","Rayner, Lionel Benjamin, 1788-1855","Old York highflyer,
Old York highflyer
Rayner,
Rayner",http://viaf.org/viaf/40732803,,http://www.worldcat.org/identities/lccn-n82-201116/,http://id.loc.gov/authorities/names/n82201116,,,,
"Reddish, Samuel, 1735-1785",Samuel Reddish,"Reddish, Samuel
Reddish, Mr. (Samuel)
Reddish, Mr.
Samuel Reddish",http://viaf.org/viaf/83637290/,https://en.wikipedia.org/wiki/Samuel_Reddish,http://www.worldcat.org/identities/lccn-no2009046106/,http://id.loc.gov/authorities/names/no2009046106,,,,
"Rees, James, 1802-1885","Rees, James, 1802-1885","Cibber, Colley,
Cibber, Colley
Clerk in Market Street,
Clerk in Market Street
James Rees",http://viaf.org/viaf/50471503,https://en.wikipedia.org/wiki/James_Rees,http://www.worldcat.org/identities/lccn-n50-61751/,http://id.loc.gov/authorities/names/n50061751,,,,
"Reeve, John, 1799-1838","Reeve, John, 1799-1838",John Reeve,http://viaf.org/viaf/38942140,https://en.wikipedia.org/wiki/John_Reeve_(actor),http://www.worldcat.org/identities/lccn-no92-10830/,http://id.loc.gov/authorities/names/no92010830,,,,
"Reeves, Sims, 1818-1900","Reeves, Sims, 1818-1900","John Sims Reeves
Reeves, J. Sims
Reeves, John Sims,
Reeves, John Sims
Reeves, Sims
Reeves
Sims Reeves, John
Sims Reeves",http://viaf.org/viaf/30286814,https://en.wikipedia.org/wiki/Sims_Reeves,http://www.worldcat.org/identities/lccn-no93-8955/,http://id.loc.gov/authorities/names/no93008955,,,,
"Rehan, Ada, 1857-1916","Rehan, Ada, 1857-1916","Ada Rehan
Crehan, Ada,
Crehan, Ada
Crehan, Bridget,
Crehan, Bridget
Crehan
Rehan, Ada,
Rehan, Ada",http://viaf.org/viaf/31554463,https://en.wikipedia.org/wiki/Ada_Rehan,http://www.worldcat.org/identities/lccn-no90-6797/,http://id.loc.gov/authorities/names/no90006797,,https://www.ibdb.com/broadway-cast-staff/ada-rehan-57405,,
"Rejane, 1856-1920",ReÌ,"
ReÌ",http://viaf.org/viaf/309803047,https://en.wikipedia.org/wiki/Gabrielle_RÃ©jane,http://www.worldcat.org/identities/lccn-n2001-147718/,http://id.loc.gov/authorities/names/n2001147718,http://www.imdb.com/name/nm0753699/,https://www.ibdb.com/broadway-cast-staff/gabrielle-rejane-399045,,
"Reynolds, Frederick, 1764-1841","Reynolds, Frederick, 1764-1841","Frederic Reynolds
Reynolds, F.
Reynolds, Frederic,
Reynolds, Frederick,
Reynolds, Frederick
Reynolds, Frederic
Reynolds,
Reynolds",http://viaf.org/viaf/15607478,https://en.wikipedia.org/wiki/Frederic_Reynolds,http://www.worldcat.org/identities/lccn-n82-41098,http://id.loc.gov/authorities/names/n82041098,,,,
"Rhys, Horton","Rhys, Horton","Price, Morton
Rhys, Horton,",http://viaf.org/viaf/73459956,,http://www.worldcat.org/identities/lccn-no97-48133/,http://id.loc.gov/authorities/names/no97048133,,,,
"Rice, Tom, 1808-1860","Rice, Daddy 1808-1860","Rice, Daddy
Rice, Tom
Thomas D. Rice
Rice, Tom (Thomas Dartmouth)
",http://viaf.org/viaf/59318467/,https://en.wikipedia.org/wiki/Thomas_D._Rice,http://www.worldcat.org/identities/lccn-n94090340/,http://id.loc.gov/authorities/names/n94090340,,,,
"Rich, John, 1682?-1761","Rich, John, 1682?-1761","Gentleman of Cambridge,
Gentleman of Cambridge
John Rich
Lun,
Lun
Rich, ...
Rich, ..
Rich,
Rich
",http://viaf.org/viaf/92410761,https://en.wikipedia.org/wiki/John_Rich_(producer),http://www.worldcat.org/identities/lccn-n83-148995/,http://id.loc.gov/authorities/names/n83148995,,,,
"Richings, Peter, 1798-1871","Richings, Peter, 1798-1871","Richings,
Richings
Ritchings,
Ritchings",http://viaf.org/viaf/36812204,,http://www.worldcat.org/identities/lccn-nr95-42472/,http://id.loc.gov/authorities/names/nr95042472,,https://www.ibdb.com/broadway-cast-staff/peter-richings-425117,,
"Rignold, George, d. 1912","Rignold, George, 1839-1912","Rignold, George
George Rignold
Rignold, George Richard",http://viaf.org/viaf/86321026/,https://en.wikipedia.org/wiki/George_Rignold,http://www.worldcat.org/identities/lccn-no2009050659/,http://id.loc.gov/authorities/names/no2009050659,,,,
"Ristori, Adelaide, 1822-1906","Ristori, Adelaide, 1822-1906","Adelaida Ristori
Adelaide Ristori
Capranica del Grillo, Adelaide Ristori,
Capranica del Grillo, Adelaide
Del Grillo, Adelaide Ristori Capranica,
Grillo, Adelaide Capranica Â˜delÂœ
Grillo, Adelaide Ristori Capranica del,
Ristori Capranica del Grillo, Adelaide,
",http://viaf.org/viaf/4973539,https://en.wikipedia.org/wiki/Adelaide_Ristori,http://www.worldcat.org/identities/lccn-n81-85578/,http://id.loc.gov/authorities/names/n81085578,,https://www.ibdb.com/broadway-cast-staff/adelaide-ristori-84524,,
